SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
120,9:49:52,29/01/2025,K_lowfl_medbth,Karina Guo,,,151,Low,0.051666,1.89773,0.050297,0.651803,1.780731,1.744618,3.065221,1.28449,17.181286,17.536936,30.186808,0.441786,7.5,PSF-01163_20250129094952_d0c,0,0,0,184.473038,596.007202,0.690485,0.5,0.8,17.962341,1,54.61,53.5,25.42,24.39,24.39,101.54,79.5,79.7,-0.2,65,4.004,9:43:03,29/01/2025,-1.38,1,0.001,0.001,0.002,0.153,0.268,-0.135,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447237,2.489785,1.072064,0.762276,0.268165,-0.009754,0.506472,0.163917,184.473038,0.001129,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094952_d0c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
121,9:50:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,151,Low,0.052997,1.906093,0.051564,0.685552,1.778052,1.740284,3.095659,1.317606,17.138813,17.510769,30.486937,0.441786,7.5,PSF-01163_20250129095033_910,0,0,0,177.846558,551.009033,0.677235,0.5,0.8,17.834736,1,54.53,53.37,25.42,24.55,24.55,101.54,80,79.5,0.7,66,4.002,9:43:03,29/01/2025,-1.38,1,0,0.001,0.003,0.294,0.743,1.063,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447062,2.489673,1.07517,0.76183,0.268169,-0.007899,0.509226,0.164614,177.846558,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095033_910,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
122,9:51:35,29/01/2025,K_lowfl_medbth,Karina Guo,,,151,Low,0.040223,1.90171,0.03939,0.522558,1.770776,1.741898,3.085691,1.314916,17.153948,17.438335,30.38743,0.441786,7.5,PSF-01163_20250129095135_296,0,0,0,180.85849,463.820099,0.610068,0.5,0.8,23.815256,1,54.31,53.42,25.42,24.5,24.5,101.54,79.8,78.5,1.5,98,4.002,9:43:03,29/01/2025,-1.38,1,0.001,0.001,0.002,-0.586,-0.151,-0.061,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447128,2.489367,1.07354,0.759755,0.268169,-0.008504,0.513512,0.192234,180.85849,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095135_296,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
123,9:52:05,29/01/2025,K_lowfl_medbth,Karina Guo,,,25,Mid,0.063717,1.900319,0.06165,0.763068,1.781956,1.739752,3.00914,1.227184,17.133242,17.548864,29.634289,0.441786,7.5,PSF-01163_20250129095205_7ee,0,0,0,140.618561,569.800598,0.753214,0.5,0.8,29.147717,1,54.65,53.36,25.42,24.08,24.08,101.54,79.7,79.5,0.2,97,4.001,9:43:03,29/01/2025,-1.38,1,0.001,0.001,0.003,-0.285,0.169,-0.34,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447044,2.489841,1.073024,0.761864,0.268176,-0.013188,0.515474,0.191496,140.618561,0.001151,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095205_7ee,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
124,9:52:38,29/01/2025,K_lowfl_medbth,Karina Guo,,,25,Mid,0.039248,1.902496,0.038454,0.49842,1.769877,1.742349,3.054698,1.284821,17.159327,17.430433,30.083841,0.441786,7.5,PSF-01163_20250129095238_215,0,0,0,146.430023,527.047302,0.722169,0.5,0.8,24.442158,1,54.28,53.44,25.42,24.33,24.33,101.54,79.8,79.7,0.2,85,4,9:43:03,29/01/2025,-1.38,1,0,0,0.003,-0.046,0.236,-0.043,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44715,2.489332,1.073832,0.762273,0.268177,-0.010385,0.517603,0.180945,146.430023,0.001135,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095238_215,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
125,9:53:31,29/01/2025,K_lowfl_medbth,Karina Guo,,,25,Mid,0.047925,1.902146,0.046747,0.614281,1.776916,1.742983,3.07927,1.302354,17.165779,17.499964,30.326208,0.441786,7.5,PSF-01163_20250129095331_fab,0,0,0,141.938202,505.838165,0.7194,0.5,0.8,26.635483,1,54.43,53.4,25.44,24.46,24.46,101.54,79.8,79.5,0.4,93,4,9:53:21,29/01/2025,-1.35,1,0.001,0.001,0.003,-0.152,-0.526,-1.697,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44709,2.48951,1.073702,0.761895,0.26797,-0.009103,0.521204,0.187858,141.938202,0.001146,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095331_fab,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
126,9:56:03,29/01/2025,K_lowfl_medbth,Karina Guo,,,348,High,0.022858,1.895478,0.022586,0.322911,1.760805,1.742883,3.177278,1.416473,17.163818,17.340317,31.289671,0.441786,7.5,PSF-01163_20250129095603_395,0,0,0,107.347366,420.816772,0.744907,0.5,0.8,30.628107,1,53.78,53.23,25.49,24.99,24.99,101.54,79.4,79.7,-0.4,103,3.996,9:53:21,29/01/2025,-1.35,1,0.001,0,0.001,0.094,-0.384,-1.25,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446862,2.488598,1.07123,0.762345,0.267427,-0.003776,0.531628,0.196755,107.347366,0.001159,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095603_395,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
127,9:56:29,29/01/2025,K_lowfl_medbth,Karina Guo,,,348,High,0.035957,1.901782,0.03529,0.495863,1.773082,1.745682,3.165167,1.392085,17.191723,17.461563,31.171011,0.441786,7.5,PSF-01163_20250129095629_6e8,0,0,0,109.43985,443.022247,0.75297,0.5,0.8,27.273418,1,54.13,53.29,25.5,24.92,24.92,101.54,79.8,79.5,0.3,91,3.996,9:53:21,29/01/2025,-1.35,1,0,0,-9999,-0.185,-0.337,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446941,2.489078,1.073567,0.761905,0.267344,-0.004586,0.533363,0.186111,109.43985,0.001128,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095629_6e8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
128,9:57:10,29/01/2025,K_lowfl_medbth,Karina Guo,,,348,High,0.033757,1.899089,0.033167,0.468311,1.765096,1.739168,3.164059,1.398963,17.127193,17.382526,31.159409,0.441786,7.5,PSF-01163_20250129095710_74a,0,0,0,117.673874,504.247772,0.766635,0.5,0.8,24.189415,1,53.86,53.07,25.51,24.92,24.92,101.54,79.6,67.1,15.7,79,3.996,9:53:21,29/01/2025,-1.35,1,0,0,-9999,-0.097,0.2,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446647,2.48871,1.072567,0.73504,0.267269,-0.004731,0.536028,0.17596,117.673874,0.001142,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095710_74a,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
129,9:57:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,458,Low,0.069251,1.901582,0.066818,0.828087,1.784927,1.739169,3.013606,1.22868,17.127747,17.578384,29.678713,0.441786,7.5,PSF-01163_20250129095733_c08,0,0,0,132.618423,563.235657,0.764542,0.5,0.8,23.187569,1,54.46,53.06,25.51,24.1,24.1,101.54,79.8,79.6,0.2,76,3.994,9:53:21,29/01/2025,-1.35,1,0.001,0,0.002,0.168,0.319,0.758,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446638,2.489533,1.073492,0.762111,0.267246,-0.013891,0.537487,0.173298,132.618423,0.001173,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095733_c08,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
130,9:58:21,29/01/2025,K_lowfl_medbth,Karina Guo,,,458,Low,0.03535,1.897202,0.034704,0.474902,1.779483,1.75316,3.135453,1.355969,17.264776,17.523998,30.877316,0.441786,7.5,PSF-01163_20250129095821_a00,0,0,0,132.878784,582.282532,0.771797,0.5,0.8,20.444567,1,54.26,53.46,25.52,24.77,24.77,101.55,79.5,79.6,-0.1,66,3.993,9:53:21,29/01/2025,-1.35,1,0,0,0.004,0.171,0.636,1.777,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447161,2.48926,1.071868,0.762118,0.267144,-0.006576,0.540472,0.16495,132.878784,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095821_a00,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
131,9:58:47,29/01/2025,K_lowfl_medbth,Karina Guo,,,458,Low,0.023323,1.900122,0.02304,0.323876,1.767795,1.749877,3.160585,1.39279,17.232697,17.409151,31.125275,0.441786,7.5,PSF-01163_20250129095847_faa,0,0,0,125.131485,551.036255,0.772916,0.5,0.8,23.723509,1,53.87,53.33,25.53,24.9,24.9,101.54,79.7,75.6,5.1,77,3.992,9:53:21,29/01/2025,-1.35,1,0,0,0.002,-0.034,-0.272,-0.882,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446984,2.488723,1.07295,0.753468,0.267035,-0.005185,0.542132,0.174091,125.131485,0.001129,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095847_faa,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
132,9:59:18,29/01/2025,K_lowfl_medbth,Karina Guo,,,99,Mid,0.069853,1.89909,0.067374,0.891481,1.795822,1.746485,3.10689,1.311067,17.200611,17.686516,30.598824,0.441786,7.5,PSF-01163_20250129095918_5b5,0,0,0,213.020676,606.352661,0.648685,0.5,0.8,19.500198,1,54.69,53.19,25.54,24.61,24.61,101.54,79.6,79.8,-0.3,75,3.991,9:53:21,29/01/2025,-1.35,1,0,0.001,0.004,-0.266,-0.546,-2.751,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446793,2.489841,1.072568,0.762629,0.266905,-0.008552,0.544137,0.172716,213.020676,0.001134,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095918_5b5,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
133,9:59:49,29/01/2025,K_lowfl_medbth,Karina Guo,,,99,Mid,0.086618,1.903863,0.082849,1.0167,1.796324,1.740241,3.012814,1.216489,17.139576,17.691935,29.673098,0.441786,7.5,PSF-01163_20250129095949_a42,0,0,0,193.346146,583.996643,0.668926,0.5,0.8,19.424221,1,54.68,52.97,25.55,24.1,24.1,101.53,79.9,79.3,0.7,73,3.991,9:53:21,29/01/2025,-1.35,1,0,0.001,0.002,0.196,-0.109,-0.444,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446507,2.489824,1.07434,0.761463,0.26682,-0.014391,0.546174,0.170492,193.346146,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129095949_a42,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
134,10:00:13,29/01/2025,K_lowfl_medbth,Karina Guo,,,99,Mid,0.047989,1.901176,0.046808,0.615076,1.774906,1.740909,3.077179,1.302273,17.146833,17.481678,30.308229,0.441786,7.5,PSF-01163_20250129100013_b21,0,0,0,209.993362,595.461487,0.647344,0.5,0.8,20.231033,1,54.02,52.98,25.55,24.45,24.45,101.53,79.7,79.6,0.2,78,3.992,9:53:21,29/01/2025,-1.35,1,0,0,0.003,-0.473,-0.773,-1.477,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446523,2.488918,1.073342,0.76212,0.266795,-0.010471,0.547697,0.175307,209.993362,0.001134,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100013_b21,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
135,10:00:54,29/01/2025,K_lowfl_medbth,Karina Guo,,,207,High,0.03281,1.9028,0.032254,0.447555,1.770658,1.745948,3.14534,1.374682,17.196968,17.440357,30.980486,0.441786,7.5,PSF-01163_20250129100054_38f,0,0,0,181.1353,539.43335,0.664212,0.5,0.8,19.842628,1,53.87,53.11,25.56,24.82,24.82,101.53,79.8,79.4,0.6,75,3.99,9:53:21,29/01/2025,-1.35,1,0,0,-9999,-0.232,-0.526,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446695,2.488707,1.073945,0.761586,0.26672,-0.006432,0.55033,0.172309,181.1353,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100054_38f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
136,10:01:19,29/01/2025,K_lowfl_medbth,Karina Guo,,,207,High,0.031538,1.905319,0.031024,0.424453,1.773582,1.750186,3.129186,1.355604,17.237093,17.467518,30.818485,0.441786,7.5,PSF-01163_20250129100119_e62,0,0,0,160.206192,568.995605,0.71844,0.5,0.8,22.556257,1,53.94,53.23,25.56,24.73,24.73,101.54,80,78.9,1.4,78,3.99,9:53:21,29/01/2025,-1.35,1,0,0.001,0.005,-0.225,-0.526,-1.481,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446846,2.488809,1.074882,0.760496,0.266672,-0.007453,0.551843,0.175619,160.206192,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100119_e62,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
137,10:01:56,29/01/2025,K_lowfl_medbth,Karina Guo,,,207,High,0.035264,1.903209,0.034622,0.48576,1.782417,1.755608,3.17212,1.389702,17.291861,17.55592,31.243793,0.441786,7.5,PSF-01163_20250129100156_e84,0,0,0,148.111938,529.140808,0.72009,0.5,0.8,22.170303,1,54.18,53.37,25.57,24.96,24.96,101.53,79.8,79.7,0.2,77,3.989,9:53:21,29/01/2025,-1.35,1,0,0,0.002,-0.024,-0.144,-0.659,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447026,2.489139,1.074097,0.76228,0.26658,-0.004979,0.554211,0.174297,148.111938,0.001145,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100156_e84,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
138,10:02:29,29/01/2025,K_lowfl_medbth,Karina Guo,,,719,High,0.008832,1.906692,0.008791,0.119929,1.759459,1.752854,3.111387,1.351927,17.263676,17.32873,30.643717,0.441786,7.5,PSF-01163_20250129100229_d51,0,0,0,173.34903,326.599731,0.469231,0.5,0.8,12.762819,1,53.46,53.26,25.58,24.64,24.64,101.53,80,79.5,0.7,68,3.989,9:53:21,29/01/2025,-1.35,1,0,0,-9999,0.03,-0.028,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446889,2.488151,1.075393,0.761786,0.266516,-0.008692,0.556356,0.166494,173.34903,0.001143,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100229_d51,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
139,10:02:52,29/01/2025,K_lowfl_medbth,Karina Guo,,,719,High,0.012077,1.900672,0.012,0.168534,1.767588,1.758268,3.158989,1.391401,17.316442,17.40823,31.111555,0.441786,7.5,PSF-01163_20250129100252_663,0,0,0,168.852921,316.989899,0.467324,0.5,0.8,11.282004,1,53.7,53.41,25.58,24.89,24.89,101.54,79.7,79.8,-0.2,60,3.988,9:53:21,29/01/2025,-1.35,1,0,0,-9999,0.215,0.317,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447088,2.488471,1.073155,0.76265,0.26647,-0.00588,0.557742,0.159845,168.852921,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100252_663,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
140,10:03:24,29/01/2025,K_lowfl_medbth,Karina Guo,,,719,High,0.014379,1.901015,0.014271,0.198949,1.771677,1.760679,3.152842,1.381165,17.34078,17.449102,31.05208,0.441786,7.5,PSF-01163_20250129100324_0d4,0,0,0,187.215683,339.359528,0.448326,0.5,0.8,9.980771,1,53.8,53.46,25.59,24.86,24.86,101.53,79.7,79.4,0.4,56,3.985,9:53:21,29/01/2025,-1.35,1,0,0,0.004,0.16,0.815,0.635,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447149,2.488605,1.073282,0.761727,0.266382,-0.00634,0.559783,0.155759,187.215683,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100324_0d4,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
141,10:04:01,29/01/2025,K_lowfl_medbth,Karina Guo,,,232,Low,0.059651,1.901723,0.057837,0.705242,1.799208,1.76025,3.007965,1.208757,17.336641,17.720335,29.625343,0.441786,7.5,PSF-01163_20250129100401_925,0,0,0,144.391891,513.476379,0.718795,0.5,0.8,15.371547,1,54.53,53.35,25.62,24.07,24.07,101.53,79.8,73.5,7.8,53,3.987,10:03:42,29/01/2025,-1.35,1,0,0,0.003,-0.123,-0.081,0.015,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446991,2.489606,1.073545,0.748827,0.266043,-0.015513,0.562212,0.153852,144.391891,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100401_925,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
142,10:04:28,29/01/2025,K_lowfl_medbth,Karina Guo,,,232,Low,0.058071,1.900789,0.05635,0.693608,1.795925,1.757585,3.016055,1.22013,17.310736,17.688351,29.705608,0.441786,7.5,PSF-01163_20250129100428_6c0,0,0,0,135.455139,518.753174,0.738883,0.5,0.8,15.887169,1,54.4,53.24,25.63,24.12,24.12,101.53,79.7,79.5,0.3,54,3.985,10:03:42,29/01/2025,-1.35,1,0,0,0.003,-0.119,-0.098,-0.005,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446845,2.489428,1.073198,0.761872,0.265947,-0.015115,0.563858,0.154105,135.455139,0.001127,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100428_6c0,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
143,10:04:57,29/01/2025,K_lowfl_medbth,Karina Guo,,,232,Low,0.056321,1.901812,0.054701,0.712126,1.800101,1.760768,3.089988,1.289887,17.342899,17.73031,30.435205,0.441786,7.5,PSF-01163_20250129100457_55c,0,0,0,163.758514,575.904968,0.71565,0.5,0.8,14.223631,1,54.52,53.33,25.63,24.52,24.52,101.53,79.8,79.5,0.3,50,3.984,10:03:42,29/01/2025,-1.35,1,0.001,0,0.002,0.124,0.545,1.186,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44697,2.489599,1.073578,0.761922,0.265943,-0.010596,0.565651,0.150568,163.758514,0.001127,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100457_55c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
144,10:06:26,29/01/2025,K_lowfl_medbth,Karina Guo,,,474,Mid,0.030891,1.900319,0.030397,0.41483,1.783531,1.760593,3.135398,1.351867,17.342415,17.568357,30.884687,0.441786,7.5,PSF-01163_20250129100626_2c3,0,0,0,125.143646,517.467529,0.758161,0.5,0.8,19.693945,1,54.04,53.35,25.63,24.76,24.76,101.52,79.7,79.6,0.1,65,3.982,10:03:42,29/01/2025,-1.35,1,0,0.001,-9999,0.436,0.75,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446992,2.48894,1.073024,0.762126,0.266013,-0.007779,0.571246,0.163834,125.143646,0.001158,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100626_2c3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
145,10:08:03,29/01/2025,K_lowfl_medbth,Karina Guo,,,474,Mid,0.064412,1.904671,0.062305,0.80532,1.800843,1.756452,3.081521,1.280678,17.301065,17.738323,30.353012,0.441786,7.5,PSF-01163_20250129100803_d3b,0,0,0,120.643974,517.98175,0.767088,0.5,0.8,29.577114,1,54.57,53.22,25.63,24.48,24.48,101.52,79.9,79.7,0.3,96,3.981,10:03:42,29/01/2025,-1.35,1,0.001,0.001,0.002,0.029,-0.151,-0.241,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446827,2.489662,1.074641,0.762337,0.266015,-0.011034,0.577234,0.191191,120.643974,0.00115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100803_d3b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
146,10:08:30,29/01/2025,K_lowfl_medbth,Karina Guo,,,474,Mid,0.019606,1.901383,0.019406,0.273555,1.765607,1.750489,3.161996,1.396389,17.242373,17.391287,31.145763,0.441786,7.5,PSF-01163_20250129100830_048,0,0,0,146.11673,469.976318,0.689098,0.5,0.8,28.815887,1,53.52,53.06,25.62,24.91,24.91,101.52,79.7,65.1,18.4,105,3.981,10:03:42,29/01/2025,-1.35,1,0,0,0.001,0.082,0.551,3.025,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446609,2.488216,1.073419,0.730731,0.266068,-0.006127,0.578957,0.198278,146.11673,0.001132,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100830_048,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
147,10:08:55,29/01/2025,K_lowfl_medbth,Karina Guo,,,284,High,0.027403,1.90319,0.027014,0.357625,1.771672,1.751934,3.083507,1.311836,17.257284,17.451714,30.373846,0.441786,7.5,PSF-01163_20250129100855_bf9,0,0,0,176.12886,565.570618,0.688582,0.5,0.8,30.701853,1,53.71,53.11,25.62,24.49,24.49,101.52,79.8,79.6,0.3,111,3.98,10:03:42,29/01/2025,-1.35,1,0,0,0.002,-0.436,-0.816,-2.513,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.446685,2.488487,1.07409,0.762045,0.266109,-0.010813,0.580481,0.204301,176.12886,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129100855_bf9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
