SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
92,9:35:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,42,High,-0.007604,1.900258,-0.007635,-0.101857,1.736008,1.741645,3.058775,1.322767,17.151035,17.095528,30.121616,0.441786,7.5,PSF-01163_20250129093533_5ba,0,0,0,164.449097,578.657288,0.715809,0.5,0.8,25.154745,1,54.32,54.5,25.08,24.35,24.35,101.55,79.7,79.8,-0.2,88,4.024,9:32:22,29/01/2025,-1.77,0,0,0,0.001,-0.186,-0.266,-1.425,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448622,2.489989,1.073001,0.762568,0.271814,-0.006344,0.446442,0.183764,164.449097,0.001135,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093533_5ba,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
93,9:36:23,29/01/2025,K_lowfl_medbth,Karina Guo,,,42,High,0.00147,1.905927,0.001469,0.020492,1.742315,1.741186,3.124656,1.382341,17.147274,17.158398,30.771757,0.441786,7.5,PSF-01163_20250129093623_3e8,0,0,0,162.050491,582.004333,0.721565,0.5,0.8,25.645752,1,54.47,54.43,25.1,24.71,24.71,101.54,80,79.6,0.5,89,4.022,9:32:22,29/01/2025,-1.77,0,0.001,0,0,0.099,-0.502,-1.99,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448532,2.490187,1.075108,0.762019,0.271642,-0.00252,0.450086,0.184634,162.050491,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093623_3e8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
94,9:36:41,29/01/2025,K_lowfl_medbth,Karina Guo,,,42,High,-0.002857,1.901337,-0.002862,-0.038801,1.739959,1.742104,3.084028,1.344069,17.15653,17.135403,30.372017,0.441786,7.5,PSF-01163_20250129093641_a0d,0,0,0,174.523468,594.644287,0.706508,0.5,0.8,24.370396,1,54.37,54.44,25.11,24.49,24.49,101.54,79.7,76.1,4.6,86,4.022,9:32:22,29/01/2025,-1.77,0,0,0,0.001,-0.302,-0.719,-2.164,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448539,2.490053,1.073401,0.754416,0.271567,-0.00506,0.451439,0.182356,174.523468,0.00113,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093641_a0d,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
95,9:37:23,29/01/2025,K_lowfl_medbth,Karina Guo,,,5,Low,0.036228,1.904102,0.035552,0.459524,1.771489,1.746136,3.052828,1.281339,17.195768,17.445444,30.063942,0.441786,7.5,PSF-01163_20250129093723_811,0,0,0,145.020966,575.649963,0.748074,0.5,0.8,28.634571,1,55.3,54.51,25.12,24.32,24.32,101.54,79.9,79.8,0.2,96,4.021,9:32:22,29/01/2025,-1.77,0,0.001,0.001,0.003,0.418,0.087,-0.919,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448627,2.491324,1.074429,0.762456,0.271379,-0.007159,0.45448,0.190582,145.020966,0.001149,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093723_811,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
96,9:37:56,29/01/2025,K_lowfl_medbth,Karina Guo,,,5,Low,0.035529,1.90456,0.034878,0.444414,1.769384,1.744872,3.032673,1.263288,17.183237,17.424631,29.865307,0.441786,7.5,PSF-01163_20250129093756_a91,0,0,0,145.318146,566.587341,0.74352,0.5,0.8,26.923443,1,55.19,54.42,25.14,24.21,24.21,101.54,79.9,79.6,0.3,91,4.02,9:32:22,29/01/2025,-1.77,0,0,0.001,0.002,0.07,0.038,-0.765,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448506,2.491161,1.074599,0.762198,0.271211,-0.00857,0.456886,0.186088,145.318146,0.001156,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093756_a91,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
97,9:38:23,29/01/2025,K_lowfl_medbth,Karina Guo,,,5,Low,0.022476,1.900461,0.022213,0.298339,1.765453,1.748952,3.096496,1.331043,17.224907,17.387415,30.49646,0.441786,7.5,PSF-01163_20250129093823_5ae,0,0,0,182.79863,558.322571,0.672593,0.5,0.8,20.108385,1,55.02,54.5,25.15,24.56,24.56,101.54,79.7,79.5,0.3,75,4.02,9:32:22,29/01/2025,-1.77,0,0,0,0,-0.278,-0.539,5.26,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448613,2.490929,1.073076,0.761826,0.271064,-0.004823,0.458813,0.172359,182.79863,0.001153,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093823_5ae,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
98,9:38:52,29/01/2025,K_lowfl_medbth,Karina Guo,,,580,High,-0.000661,1.901251,-0.000661,-0.009072,1.745154,1.745656,3.104861,1.359706,17.192017,17.187078,30.578087,0.441786,7.5,PSF-01163_20250129093852_c1b,0,0,0,159.809586,300.584442,0.468337,0.5,0.8,14.702362,1,54.35,54.36,25.17,24.6,24.6,101.54,79.7,79.5,0.3,78,4.019,9:32:22,29/01/2025,-1.77,0,0,0,0.001,1.089,0.88,2.126,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448424,2.490006,1.07337,0.761844,0.270937,-0.004449,0.460837,0.175612,159.809586,0.001134,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093852_c1b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
99,9:39:28,29/01/2025,K_lowfl_medbth,Karina Guo,,,580,High,0.013345,1.902684,0.013252,0.177933,1.754321,1.744493,3.085227,1.330905,17.179594,17.276381,30.382999,0.441786,7.5,PSF-01163_20250129093928_ed9,0,0,0,177.197098,514.920837,0.655875,0.5,0.8,24.00864,1,54.59,54.28,25.18,24.5,24.5,101.54,79.8,79.7,0.1,92,4.018,9:32:22,29/01/2025,-1.77,0,0,0,0.001,-0.221,-0.521,-1.736,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448317,2.490337,1.073902,0.762362,0.270793,-0.005789,0.463486,0.186946,177.197098,0.001153,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093928_ed9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
100,9:39:48,29/01/2025,K_lowfl_medbth,Karina Guo,,,580,High,0.006352,1.902923,0.006331,0.085398,1.753131,1.748415,3.090204,1.337073,17.21804,17.264484,30.431719,0.441786,7.5,PSF-01163_20250129093948_33c,0,0,0,154.145477,543.815735,0.716548,0.5,0.8,31.838827,1,54.53,54.38,25.19,24.52,24.52,101.55,79.8,79.3,0.6,111,4.018,9:32:22,29/01/2025,-1.77,0,0,0.001,0.003,-0.068,-0.13,0.12,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448446,2.490252,1.07399,0.761517,0.270715,-0.005568,0.464865,0.203968,154.145477,0.001128,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129093948_33c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
101,9:40:15,29/01/2025,K_lowfl_medbth,Karina Guo,,,414,Mid,0.017496,1.902337,0.017337,0.229977,1.763649,1.750945,3.078549,1.3149,17.243296,17.36841,30.317535,0.441786,7.5,PSF-01163_20250129094015_f47,0,0,0,139.851456,507.274384,0.724308,0.5,0.8,33.297005,1,54.81,54.42,25.2,24.46,24.46,101.54,79.8,79.5,0.4,115,4.018,9:32:22,29/01/2025,-1.77,0,0,0,0.002,0.038,0.021,-0.244,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448491,2.49064,1.073773,0.76179,0.270574,-0.006424,0.466774,0.20731,139.851456,0.001132,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094015_f47,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
102,9:40:54,29/01/2025,K_lowfl_medbth,Karina Guo,,,414,Mid,0.022525,1.904033,0.022262,0.296638,1.769491,1.753123,3.090201,1.320711,17.26441,17.425594,30.431692,0.441786,7.5,PSF-01163_20250129094054_5d0,0,0,0,162.853363,533.805725,0.69492,0.5,0.8,36.725639,1,54.93,54.42,25.22,24.52,24.52,101.55,79.9,79.4,0.6,132,4.017,9:32:22,29/01/2025,-1.77,0,0,0,0.001,0.292,0.884,4.568,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448495,2.4908,1.074403,0.761629,0.270368,-0.005929,0.469567,0.222265,162.853363,0.001143,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094054_5d0,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
103,9:41:24,29/01/2025,K_lowfl_medbth,Karina Guo,,,414,Mid,0.015316,1.899464,0.015194,0.205665,1.766226,1.754842,3.107752,1.341526,17.281424,17.393528,30.604679,0.441786,7.5,PSF-01163_20250129094124_e54,0,0,0,162.808304,534.299622,0.695287,0.5,0.8,39.183067,1,54.77,54.42,25.24,24.62,24.62,101.54,79.6,79.3,0.4,141,4.016,9:32:22,29/01/2025,-1.77,0,0,0,0.002,0.497,0.868,1.778,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448485,2.490577,1.072707,0.76153,0.270173,-0.005068,0.471702,0.22989,162.808304,0.001117,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094124_e54,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
104,9:42:37,29/01/2025,K_lowfl_medbth,Karina Guo,,,709,Mid,0.032142,1.904264,0.031608,0.425747,1.77934,1.755854,3.11415,1.33481,17.291393,17.522673,30.667683,0.441786,7.5,PSF-01163_20250129094237_c16,0,0,0,231.218216,587.975647,0.606755,0.5,0.8,32.491676,1,55,54.27,25.29,24.65,24.65,101.54,79.9,79.2,0.8,134,4.014,9:32:22,29/01/2025,-1.77,0,0,0,0.001,0.789,0.625,5.633,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.448283,2.49088,1.074489,0.761329,0.269587,-0.005293,0.476975,0.22379,231.218216,0.001129,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094237_c16,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
105,9:43:17,29/01/2025,K_lowfl_medbth,Karina Guo,,,709,Mid,0.054364,1.89718,0.052849,0.665262,1.781102,1.744229,3.029051,1.247948,17.177118,17.540247,29.830008,0.441786,7.5,PSF-01163_20250129094317_072,0,0,0,168.516037,601.459595,0.719822,0.5,0.8,31.751984,1,54.92,53.79,25.33,24.19,24.19,101.54,79.5,79.6,-0.1,110,4.013,9:43:03,29/01/2025,-1.38,1,0,0,0.003,-0.006,-0.287,-0.55,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447631,2.490232,1.07186,0.762181,0.269161,-0.010928,0.479775,0.203266,168.516037,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094317_072,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
106,9:43:35,29/01/2025,K_lowfl_medbth,Karina Guo,,,709,Mid,0.026671,1.90546,0.026303,0.353699,1.766589,1.747093,3.099304,1.332715,17.205786,17.397795,30.522686,0.441786,7.5,PSF-01163_20250129094335_a44,0,0,0,170.131805,552.187439,0.691895,0.5,0.8,27.794987,1,54.42,53.82,25.35,24.57,24.57,101.54,80,79.5,0.5,100,4.013,9:43:03,29/01/2025,-1.38,1,0,0,0.003,0.111,0.613,1.285,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447677,2.489543,1.074934,0.761975,0.268987,-0.006819,0.481001,0.194702,170.131805,0.001125,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094335_a44,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
107,9:44:00,29/01/2025,K_lowfl_medbth,Karina Guo,,,246,Mid,0.052515,1.902937,0.051105,0.648214,1.780873,1.745083,3.038365,1.257491,17.184555,17.536999,29.920038,0.441786,7.5,PSF-01163_20250129094400_713,0,0,0,156.663544,593.43158,0.736004,0.5,0.8,25.689505,1,54.84,53.73,25.36,24.24,24.24,101.55,79.8,79.1,0.9,87,4.012,9:43:03,29/01/2025,-1.38,1,0,0,0.002,-0.186,0.14,0.057,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447556,2.490106,1.073996,0.761003,0.268892,-0.010636,0.482694,0.183247,156.663544,0.00116,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094400_713,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
108,9:44:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,246,Mid,0.034724,1.905751,0.034103,0.434714,1.771647,1.747689,3.035466,1.263819,17.210428,17.446358,29.891863,0.441786,7.5,PSF-01163_20250129094433_169,0,0,0,134.460922,583.197021,0.769442,0.5,0.8,20.567455,1,54.53,53.79,25.36,24.22,24.22,101.55,80,76.2,4.8,67,4.011,9:43:03,29/01/2025,-1.38,1,0.001,0.001,0.003,-0.012,-0.228,-0.707,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447626,2.489679,1.075043,0.754602,0.268806,-0.010904,0.484961,0.165474,134.460922,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094433_169,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
109,9:44:54,29/01/2025,K_lowfl_medbth,Karina Guo,,,246,Mid,0.038994,1.903002,0.038211,0.47986,1.7734,1.746905,3.018565,1.245165,17.202579,17.463493,29.725204,0.441786,7.5,PSF-01163_20250129094454_2f7,0,0,0,98.621964,410.188782,0.759569,0.5,0.8,18.807793,1,54.56,53.75,25.37,24.13,24.13,101.55,79.8,78.3,1.9,62,4.01,9:43:03,29/01/2025,-1.38,1,0,0,0.003,-0.132,-0.11,-0.26,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447571,2.489728,1.07402,0.759239,0.26875,-0.012004,0.486388,0.161192,98.621964,0.001136,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094454_2f7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
110,9:45:20,29/01/2025,K_lowfl_medbth,Karina Guo,,,129,High,0.025418,1.896216,0.025082,0.340004,1.761606,1.742743,3.105252,1.343645,17.161009,17.346754,30.577795,0.441786,7.5,PSF-01163_20250129094520_3a2,0,0,0,163.927322,613.565308,0.732828,0.5,0.8,15.827608,1,54.19,53.61,25.37,24.6,24.6,101.55,79.5,79.5,-0.1,54,4.01,9:43:03,29/01/2025,-1.38,1,0,0.001,0.006,-0.26,-0.888,-2.129,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447385,2.489213,1.071503,0.761947,0.268711,-0.006748,0.488214,0.154314,163.927322,0.001155,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094520_3a2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
111,9:45:45,29/01/2025,K_lowfl_medbth,Karina Guo,,,129,High,0.037463,1.904476,0.036741,0.47321,1.774679,1.748577,3.051555,1.276875,17.218622,17.475658,30.049332,0.441786,7.5,PSF-01163_20250129094545_474,0,0,0,138.360138,589.636108,0.765347,0.5,0.8,16.281832,1,54.58,53.77,25.38,24.31,24.31,101.55,79.9,79.5,0.6,53,4.01,9:43:03,29/01/2025,-1.38,1,0.001,0.001,0.004,-0.017,-0.027,0.397,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447604,2.489746,1.074568,0.761813,0.268665,-0.010066,0.489875,0.153609,138.360138,0.001155,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094545_474,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
112,9:46:04,29/01/2025,K_lowfl_medbth,Karina Guo,,,129,High,0.025197,1.902394,0.024867,0.323846,1.769908,1.752018,3.060943,1.291035,17.252682,17.428844,30.142076,0.441786,7.5,PSF-01163_20250129094604_061,0,0,0,136.594528,573.233826,0.761712,0.5,0.8,15.460848,1,54.42,53.87,25.38,24.36,24.36,101.55,79.8,79.6,0.3,51,4.009,9:43:03,29/01/2025,-1.38,1,0.001,0,0.003,0.045,0.152,0.683,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447727,2.489527,1.073794,0.762067,0.268625,-0.009533,0.491099,0.151487,136.594528,0.001146,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094604_061,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
113,9:46:20,29/01/2025,K_lowfl_medbth,Karina Guo,,,129,High,0.025616,1.901104,0.025276,0.331328,1.770948,1.752629,3.070398,1.299451,17.258738,17.439127,30.235258,0.441786,7.5,PSF-01163_20250129094620_62c,0,0,0,150.215866,600.889221,0.750011,0.5,0.8,15.134885,1,54.44,53.87,25.38,24.41,24.41,101.55,79.7,72.4,9.3,50,4.01,9:43:03,29/01/2025,-1.38,1,0,0,0.003,0.432,0.002,0.844,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447736,2.489554,1.073315,0.746323,0.268586,-0.008997,0.492158,0.15123,150.215866,0.001131,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094620_62c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
114,9:46:44,29/01/2025,K_lowfl_medbth,Karina Guo,,,462,Low,0.058322,1.906622,0.056591,0.705603,1.788151,1.749288,3.024438,1.236287,17.224356,17.607016,29.780109,0.441786,7.5,PSF-01163_20250129094644_2c6,0,0,0,130.851395,565.117493,0.768453,0.5,0.8,14.629008,1,54.94,53.75,25.39,24.16,24.16,101.56,80,79.5,0.6,48,4.009,9:43:03,29/01/2025,-1.38,1,0,0.001,-9999,0.015,-0.388,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447569,2.490248,1.075367,0.761959,0.268512,-0.011892,0.493757,0.148746,130.851395,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094644_2c6,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
115,9:47:28,29/01/2025,K_lowfl_medbth,Karina Guo,,,462,Low,0.067966,1.906053,0.065626,0.826355,1.797643,1.752119,3.045903,1.248261,17.253201,17.701477,29.993162,0.441786,7.5,PSF-01163_20250129094728_671,0,0,0,124.831795,567.490356,0.780028,0.5,0.8,12.384078,1,55.19,53.79,25.4,24.28,24.28,101.55,80,79.6,0.5,40,4.007,9:43:03,29/01/2025,-1.38,1,0.001,0.001,0.003,-0.117,-0.067,2.022,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447623,2.490583,1.075155,0.762168,0.268364,-0.010728,0.496791,0.141873,124.831795,0.001132,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094728_671,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
116,9:48:08,29/01/2025,K_lowfl_medbth,Karina Guo,,,462,Low,0.03537,1.899891,0.034723,0.463621,1.777148,1.751496,3.100453,1.323305,17.247921,17.500528,30.53182,0.441786,7.5,PSF-01163_20250129094808_abe,0,0,0,132.567291,544.048523,0.756332,0.5,0.8,14.224855,1,54.52,53.74,25.42,24.58,24.58,101.55,79.7,74.3,6.7,47,4.007,9:43:03,29/01/2025,-1.38,1,0,0,0.002,0.012,-0.463,-1.054,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447546,2.489665,1.072865,0.750593,0.268237,-0.007537,0.499498,0.148247,132.567291,0.001128,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094808_abe,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
117,9:48:41,29/01/2025,K_lowfl_medbth,Karina Guo,,,601,Low,0.055486,1.903851,0.053915,0.666065,1.779404,1.74265,3.004419,1.225015,17.160341,17.52227,29.58532,0.441786,7.5,PSF-01163_20250129094841_23d,0,0,0,140.512711,598.739868,0.765319,0.5,0.8,15.76403,1,54.56,53.44,25.42,24.05,24.05,101.55,79.9,79.7,0.3,51,4.007,9:43:03,29/01/2025,-1.38,1,0,0,0.002,-0.035,0.188,0.474,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44715,2.489721,1.074336,0.762246,0.268148,-0.01351,0.501721,0.15214,140.512711,0.001157,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094841_23d,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
118,9:49:07,29/01/2025,K_lowfl_medbth,Karina Guo,,,601,Low,0.129799,1.90298,0.121511,1.374009,1.824754,1.748925,2.946079,1.121325,17.222216,17.968933,29.010975,0.441786,7.5,PSF-01163_20250129094907_e8b,0,0,0,127.399918,562.604065,0.773553,0.5,0.8,14.719617,1,55.96,53.63,25.42,23.73,23.73,101.55,79.8,79.6,0.3,48,4.006,9:43:03,29/01/2025,-1.38,1,0.001,0,0.002,0.214,0.113,0.205,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.447407,2.491632,1.074012,0.762028,0.268154,-0.017138,0.503492,0.148727,127.399918,0.00115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094907_e8b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
119,9:49:28,29/01/2025,K_lowfl_medbth,Karina Guo,,,601,Low,0.063729,1.903294,0.061664,0.736055,1.786274,1.745649,2.969949,1.183675,17.191267,17.591351,29.248264,0.441786,7.5,PSF-01163_20250129094928_77b,0,0,0,126.340271,553.029663,0.771549,0.5,0.8,17.37694,1,54.78,53.54,25.42,23.86,23.86,101.54,79.8,79.6,0.3,56,4.001,9:43:03,29/01/2025,-1.38,1,0.001,0,0.001,0.18,0.055,0.259,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.44728,2.490019,1.074129,0.762131,0.268168,-0.01563,0.504835,0.156324,126.340271,0.00113,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129094928_77b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
