SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
64,9:14:57,14/01/2025,K_lowfl_medbth,Karina Guo,,,197,High,0.059741,1.901644,0.057922,0.663808,2.532476,2.496364,3.651637,1.119161,24.778791,25.137234,36.245972,0.441786,7.5,PSF-01163_20250114091457_da2,0,0,0,211.725357,597.621948,0.64572,0.5,0.8,18.988272,1,64.96,64.04,28.46,27.34,27.34,100.75,79.8,79.4,0.5,74,3.968,9:10:15,14/01/2025,-1.16,0,0,0.001,0,0.489,0.887,2.128,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460478,2.503053,1.073516,0.761633,0.237663,-0.010741,0.332899,0.171293,211.725357,0.001149,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091457_da2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
65,9:15:18,14/01/2025,K_lowfl_medbth,Karina Guo,,,197,High,0.060053,1.905499,0.058219,0.685655,2.531446,2.494243,3.681383,1.149936,24.757553,25.126829,36.540955,0.441786,7.5,PSF-01163_20250114091518_aa1,0,0,0,204.85318,620.886353,0.670063,0.5,0.8,19.754368,1,64.93,63.97,28.47,27.48,27.48,100.75,80,79.4,0.7,74,3.967,9:10:15,14/01/2025,-1.16,0,0,0,0.003,0.343,0.749,1.469,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460392,2.503002,1.074949,0.761654,0.237637,-0.009172,0.334583,0.171456,204.85318,0.001164,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091518_aa1,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
66,9:15:47,14/01/2025,K_lowfl_medbth,Karina Guo,,,377,Low,0.089052,1.904497,0.085074,0.93394,2.535697,2.484991,3.607928,1.072232,24.666698,25.170015,35.813278,0.441786,7.5,PSF-01163_20250114091547_370,0,0,0,150.308853,533.683411,0.718356,0.5,0.8,22.431078,1,65.02,63.72,28.47,27.14,27.14,100.74,79.9,79.5,0.5,78,3.966,9:10:15,14/01/2025,-1.16,0,0,-0.001,0.003,0.059,-0.039,-0.342,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46006,2.503128,1.074576,0.761836,0.237597,-0.013189,0.336953,0.175248,150.308853,0.001161,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091547_370,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
67,9:16:20,14/01/2025,K_lowfl_medbth,Karina Guo,,,377,Low,0.079509,1.903057,0.076321,0.816955,2.538425,2.494025,3.584133,1.045708,24.754034,25.194725,35.573723,0.441786,7.5,PSF-01163_20250114091620_96b,0,0,0,130.527023,533.252502,0.755225,0.5,0.8,23.161867,1,65.06,63.93,28.48,27.02,27.02,100.75,79.8,79.6,0.3,77,3.94,9:10:15,14/01/2025,-1.16,0,0,-0.001,0.002,0.035,0.005,-0.088,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46033,2.503188,1.074041,0.762037,0.237536,-0.014561,0.339812,0.174038,130.527023,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091620_96b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
68,9:16:46,14/01/2025,K_lowfl_medbth,Karina Guo,,,377,Low,0.147144,1.905384,0.136596,1.351021,2.567845,2.494559,3.53413,0.966285,24.760447,25.48786,35.078999,0.441786,7.5,PSF-01163_20250114091646_5e0,0,0,0,122.453217,528.521057,0.76831,0.5,0.8,23.8437,1,65.8,63.93,28.48,26.78,26.78,100.75,80,79.2,1,78,3.965,9:10:15,14/01/2025,-1.16,0,0,0,0.002,0.134,0.252,0.149,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460331,2.504194,1.074906,0.761141,0.237503,-0.017345,0.34193,0.174832,122.453217,0.001161,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091646_5e0,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
69,9:17:09,14/01/2025,K_lowfl_medbth,Karina Guo,,,261,Mid,0.120162,1.90618,0.113036,1.108952,2.555716,2.495587,3.514336,0.95862,24.770647,25.367477,34.882526,0.441786,7.5,PSF-01163_20250114091709_798,0,0,0,132.222168,545.899292,0.75779,0.5,0.8,23.652096,1,65.48,63.94,28.48,26.69,26.69,100.75,80,79.3,0.9,78,3.964,9:10:15,14/01/2025,-1.16,0,-0.001,0,0.006,-0.048,-0.241,-0.576,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460346,2.503751,1.075202,0.761462,0.237467,-0.018483,0.343811,0.175219,132.222168,0.001177,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091709_798,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
70,9:17:33,14/01/2025,K_lowfl_medbth,Karina Guo,,,261,Mid,0.069821,1.904217,0.067351,0.72487,2.53108,2.491713,3.582494,1.051414,24.73189,25.122627,35.558609,0.441786,7.5,PSF-01163_20250114091733_0c7,0,0,0,146.46756,577.374451,0.746321,0.5,0.8,23.565041,1,64.83,63.82,28.49,27.02,27.02,100.75,79.9,79.5,0.4,79,3.963,9:10:15,14/01/2025,-1.16,0,0,0,0.002,0.091,0.109,0.147,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460193,2.50287,1.074471,0.761983,0.237425,-0.014786,0.345784,0.176008,146.46756,0.001154,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091733_0c7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
71,9:17:59,14/01/2025,K_lowfl_medbth,Karina Guo,,,261,Mid,0.063443,1.903349,0.061397,0.678158,2.524488,2.487632,3.603539,1.07905,24.689913,25.055712,35.765358,0.441786,7.5,PSF-01163_20250114091759_971,0,0,0,162.389511,559.36792,0.709691,0.5,0.8,22.369572,1,64.65,63.7,28.49,27.12,27.12,100.75,79.9,79.6,0.4,79,3.962,9:10:15,14/01/2025,-1.16,0,0,0,0.004,0.051,-0.088,-0.163,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460038,2.502621,1.074149,0.762009,0.23739,-0.013681,0.347827,0.175889,162.389511,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114091759_971,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
73,9:20:03,14/01/2025,K_lowfl_medbth,Karina Guo,,,620,Low,0.250007,1.908268,0.221047,2.096474,2.598784,2.485307,3.525373,0.926589,24.665792,25.792011,34.988087,0.441786,7.5,PSF-01163_20250114092003_bd7,0,0,0,122.761848,599.25415,0.795142,0.5,0.8,25.728283,1,66.47,63.57,28.51,26.74,26.74,100.76,80.1,79.4,0.9,81,3.961,9:10:15,14/01/2025,-1.16,0,0.001,0,0.003,0.122,0.159,0.245,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.45986,2.505098,1.07598,0.761693,0.237204,-0.018195,0.358148,0.177708,122.761848,0.001159,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092003_bd7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
74,9:20:49,14/01/2025,K_lowfl_medbth,Karina Guo,,,620,Low,0.146813,1.908082,0.136324,1.271471,2.562233,2.493377,3.473844,0.911612,24.746073,25.429445,34.476936,0.441786,7.5,PSF-01163_20250114092049_b33,0,0,0,122.929932,564.603577,0.782272,0.5,0.8,24.342888,1,65.42,63.66,28.54,26.49,26.49,100.76,80.1,71.9,10.3,78,3.959,9:20:33,14/01/2025,-1.64,1,0,-0.001,0.001,-0.136,-0.614,-0.918,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.45997,2.504312,1.075911,0.745308,0.236906,-0.021422,0.361931,0.175015,122.929932,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092049_b33,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
75,9:21:15,14/01/2025,K_lowfl_medbth,Karina Guo,,,620,Low,0.162185,1.904352,0.149456,1.357273,2.567002,2.493314,3.454731,0.887729,24.744274,25.475574,34.285625,0.441786,7.5,PSF-01163_20250114092115_fb9,0,0,0,124.71199,580.483704,0.785159,0.5,0.8,24.134399,1,65.5,63.62,28.55,26.4,26.4,100.76,79.9,79.4,0.7,77,3.959,9:20:33,14/01/2025,-1.64,1,0,0,0.003,-0.16,-0.11,-0.385,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459911,2.504417,1.074522,0.761563,0.236801,-0.022619,0.364037,0.174189,124.71199,0.001162,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092115_fb9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
76,9:21:36,14/01/2025,K_lowfl_medbth,Karina Guo,,,32,Mid,0.066928,1.90851,0.06466,0.676682,2.527283,2.490635,3.549958,1.022675,24.718367,25.082083,35.231651,0.441786,7.5,PSF-01163_20250114092136_348,0,0,0,143.403412,616.290466,0.767312,0.5,0.8,22.345133,1,64.47,63.54,28.56,26.86,26.86,100.76,80.1,78.9,1.6,73,3.959,9:20:33,14/01/2025,-1.64,1,0.001,0.001,0.007,0.245,0.223,0.74,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459807,2.503025,1.07607,0.760496,0.236773,-0.01737,0.365729,0.170673,143.403412,0.001127,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092136_348,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
77,9:22:15,14/01/2025,K_lowfl_medbth,Karina Guo,,,32,Mid,0.057958,1.900825,0.056243,0.585515,2.527337,2.495458,3.544763,1.017426,24.764513,25.080875,35.177639,0.441786,7.5,PSF-01163_20250114092215_706,0,0,0,175.622101,620.950012,0.717172,0.5,0.8,22.567741,1,64.45,63.63,28.57,26.84,26.84,100.77,79.7,79.4,0.5,79,3.958,9:20:33,14/01/2025,-1.64,1,0.001,-0.001,0.003,-0.198,0.349,-0.218,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459929,2.502986,1.073212,0.761561,0.236701,-0.017744,0.368913,0.175775,175.622101,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092215_706,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
78,9:22:50,14/01/2025,K_lowfl_medbth,Karina Guo,,,32,Mid,0.105508,1.905526,0.099972,1.061983,2.547805,2.490181,3.58565,1.037845,24.712328,25.284182,35.583664,0.441786,7.5,PSF-01163_20250114092250_58f,0,0,0,160.394318,625.706055,0.743659,0.5,0.8,24.1779,1,64.93,63.46,28.57,27.03,27.03,100.77,80,79.3,0.8,81,3.931,9:20:33,14/01/2025,-1.64,1,0,0.001,0.003,0.078,0.071,0.134,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459703,2.503643,1.074959,0.761485,0.236609,-0.015617,0.371742,0.178046,160.394318,0.00115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092250_58f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
79,9:23:28,14/01/2025,K_lowfl_medbth,Karina Guo,,,15,Low,0.099494,1.904949,0.094555,1.04756,2.544178,2.487314,3.626341,1.082162,24.684553,25.248884,35.988457,0.441786,7.5,PSF-01163_20250114092328_b89,0,0,0,149.800293,588.115479,0.745288,0.5,0.8,23.809063,1,64.79,63.34,28.59,27.22,27.22,100.76,79.9,79.5,0.6,80,3.956,9:20:33,14/01/2025,-1.64,1,0,0,0.003,0.933,-0.295,-0.066,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459538,2.503444,1.074744,0.761799,0.23648,-0.013563,0.374759,0.176815,149.800293,0.001145,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092328_b89,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
80,9:24:11,14/01/2025,K_lowfl_medbth,Karina Guo,,,15,Low,0.107467,1.899512,0.101713,1.054664,2.553878,2.496422,3.566981,1.013103,24.774754,25.344957,35.39909,0.441786,7.5,PSF-01163_20250114092411_1d0,0,0,0,150.59137,591.051208,0.745214,0.5,0.8,23.066782,1,64.96,63.5,28.61,26.94,26.94,100.76,79.6,79.3,0.5,77,3.954,9:20:33,14/01/2025,-1.64,1,0.002,0.001,0.003,0.006,0.086,-0.05,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459743,2.503675,1.072724,0.76141,0.236294,-0.017026,0.378167,0.174656,150.59137,0.001163,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092411_1d0,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
81,9:24:34,14/01/2025,K_lowfl_medbth,Karina Guo,,,15,Low,0.113998,1.902064,0.107552,1.119866,2.547864,2.486959,3.56522,1.017355,24.68121,25.285652,35.382145,0.441786,7.5,PSF-01163_20250114092434_e73,0,0,0,139.147644,563.400513,0.753022,0.5,0.8,23.015163,1,64.78,63.23,28.62,26.93,26.93,100.76,79.8,79.1,0.8,76,3.953,9:20:33,14/01/2025,-1.64,1,-0.001,0,0.001,-0.025,-0.098,-0.228,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.45939,2.503428,1.073671,0.761055,0.236225,-0.017208,0.379917,0.173809,139.147644,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092434_e73,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
82,9:25:15,14/01/2025,K_lowfl_medbth,Karina Guo,,,42,High,0.063063,1.904858,0.061042,0.69752,2.526061,2.488189,3.642226,1.116165,24.693474,25.069326,36.146458,0.441786,7.5,PSF-01163_20250114092515_4c8,0,0,0,146.120316,579.485901,0.747845,0.5,0.8,25.906986,1,64.16,63.2,28.63,27.3,27.3,100.76,79.9,79.4,0.6,87,3.953,9:20:33,14/01/2025,-1.64,1,0.001,0.001,0.002,-0.031,0.089,0.073,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459348,2.502588,1.07471,0.761736,0.236071,-0.013208,0.383176,0.182677,146.120316,0.001173,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092515_4c8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
83,9:25:56,14/01/2025,K_lowfl_medbth,Karina Guo,,,42,High,0.052019,1.902677,0.050634,0.600555,2.522212,2.489553,3.680606,1.158394,24.705667,25.029764,36.525356,0.441786,7.5,PSF-01163_20250114092556_621,0,0,0,152.940628,603.692627,0.746658,0.5,0.8,25.209599,1,64.01,63.18,28.65,27.48,27.48,100.77,79.8,79.5,0.4,84,3.953,9:20:33,14/01/2025,-1.64,1,0,0,0.002,-0.033,-0.197,-0.334,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459325,2.502383,1.073899,0.761822,0.235941,-0.011301,0.386424,0.180766,152.940628,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092556_621,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
84,9:26:17,14/01/2025,K_lowfl_medbth,Karina Guo,,,42,High,0.056673,1.903095,0.055034,0.591328,2.530688,2.498544,3.580552,1.049864,24.795879,25.114878,35.533863,0.441786,7.5,PSF-01163_20250114092617_8bf,0,0,0,141.388184,578.36261,0.755537,0.5,0.8,24.814987,1,64.2,63.39,28.65,27.01,27.01,100.76,79.8,78.6,1.6,82,3.952,9:20:33,14/01/2025,-1.64,1,-0.001,-0.001,0.003,-0.228,-0.17,-0.726,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459591,2.502642,1.074054,0.759889,0.235882,-0.016793,0.388053,0.178768,141.388184,0.001159,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092617_8bf,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
85,9:26:58,14/01/2025,K_lowfl_medbth,Karina Guo,,,5,Low,0.063978,1.90775,0.061902,0.672651,2.534425,2.497977,3.59607,1.061645,24.789946,25.151657,35.687424,0.441786,7.5,PSF-01163_20250114092658_cfe,0,0,0,139.36615,581.003296,0.760128,0.5,0.8,25.022921,1,64.25,63.33,28.67,27.08,27.08,100.77,80.1,79.2,1.1,82,3.952,9:20:33,14/01/2025,-1.64,1,0.001,0,0,-0.14,-0.317,-0.57,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.45951,2.502705,1.075787,0.76125,0.235765,-0.01609,0.391217,0.178931,139.36615,0.001151,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092658_cfe,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
86,9:27:33,14/01/2025,K_lowfl_medbth,Karina Guo,,,5,Low,0.065629,1.901969,0.06344,0.738028,2.537069,2.496923,3.673174,1.136105,24.780035,25.178452,36.453415,0.441786,7.5,PSF-01163_20250114092733_41f,0,0,0,144.246704,603.967651,0.761168,0.5,0.8,26.210537,1,64.27,63.25,28.68,27.44,27.44,100.76,79.8,79.2,0.7,86,3.951,9:20:33,14/01/2025,-1.64,1,0.001,0.001,0.003,0.118,0.312,0.777,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459407,2.502725,1.073636,0.761287,0.235638,-0.012075,0.393975,0.182226,144.246704,0.001164,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092733_41f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
87,9:27:56,14/01/2025,K_lowfl_medbth,Karina Guo,,,5,Low,0.044332,1.904675,0.043323,0.509556,2.531342,2.503673,3.679988,1.148646,24.846527,25.121117,36.520317,0.441786,7.5,PSF-01163_20250114092756_fd6,0,0,0,158.443451,582.742432,0.728107,0.5,0.8,23.284765,1,64.09,63.39,28.69,27.47,27.47,100.77,79.9,79.2,0.8,80,3.95,9:20:33,14/01/2025,-1.64,1,-0.001,-0.001,0.002,-0.011,-0.035,-0.019,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459587,2.502481,1.074642,0.761328,0.235556,-0.011812,0.395699,0.176888,158.443451,0.001138,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092756_fd6,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
88,9:28:17,14/01/2025,K_lowfl_medbth,Karina Guo,,,580,High,0.069998,1.898346,0.067509,0.748044,2.540426,2.499636,3.622827,1.082401,24.806526,25.21133,35.95314,0.441786,7.5,PSF-01163_20250114092817_46c,0,0,0,150.549896,573.61615,0.737542,0.5,0.8,24.182722,1,64.29,63.26,28.7,27.21,27.21,100.77,79.6,79.4,0.2,82,3.949,9:20:33,14/01/2025,-1.64,1,0.001,0,0.003,0.093,0.192,0.727,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459415,2.502755,1.072292,0.761685,0.235487,-0.01498,0.397389,0.178646,150.549896,0.001182,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092817_46c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
89,9:28:57,14/01/2025,K_lowfl_medbth,Karina Guo,,,580,High,0.054301,1.905491,0.052797,0.596194,2.532218,2.499862,3.635287,1.10307,24.808277,25.129372,36.07608,0.441786,7.5,PSF-01163_20250114092857_be1,0,0,0,147.972458,580.079224,0.74491,0.5,0.8,25.165766,1,64.02,63.2,28.71,27.27,27.27,100.77,80,79.3,0.8,84,3.949,9:20:33,14/01/2025,-1.64,1,0,0,0.002,-0.069,0.091,-0.554,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459335,2.502381,1.074946,0.761475,0.235323,-0.014509,0.400434,0.180811,147.972458,0.00115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092857_be1,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
90,9:29:23,14/01/2025,K_lowfl_medbth,Karina Guo,,,580,High,0.062024,1.903978,0.060067,0.710555,2.540409,2.501811,3.695502,1.155093,24.828238,25.211288,36.674553,0.441786,7.5,PSF-01163_20250114092923_5b7,0,0,0,152.349121,585.761902,0.739913,0.5,0.8,25.845776,1,64.19,63.21,28.72,27.55,27.55,100.76,79.9,79.2,0.9,87,3.948,9:20:33,14/01/2025,-1.64,1,0,0.001,0.003,0.097,0.127,-0.099,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459349,2.50261,1.074383,0.761227,0.23523,-0.011386,0.402484,0.183305,152.349121,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092923_5b7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
91,9:29:58,14/01/2025,K_lowfl_medbth,Karina Guo,,,414,Mid,0.056157,1.90195,0.054546,0.652267,2.536016,2.500534,3.703681,1.167665,24.815067,25.167194,36.754997,0.441786,7.5,PSF-01163_20250114092958_7e8,0,0,0,188.837173,577.299377,0.672896,0.5,0.8,24.405355,1,64.03,63.13,28.74,27.58,27.58,100.77,79.8,79.5,0.3,91,3.948,9:20:33,14/01/2025,-1.64,1,-0.001,0,0.001,0.074,0.401,2.065,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459236,2.502384,1.073629,0.761894,0.235097,-0.011113,0.405171,0.186215,188.837173,0.001159,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114092958_7e8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
92,9:30:30,14/01/2025,K_lowfl_medbth,Karina Guo,,,414,Mid,0.042694,1.906238,0.041759,0.487348,2.530917,2.504481,3.670712,1.139795,24.85449,25.116835,36.428169,0.441786,7.5,PSF-01163_20250114093030_de3,0,0,0,142.24649,542.372681,0.737733,0.5,0.8,27.565424,1,63.84,63.18,28.75,27.43,27.43,100.77,80,70.3,12.1,93,3.92,9:20:33,14/01/2025,-1.64,1,0.001,0,0.002,-0.118,-0.195,-0.284,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459293,2.502133,1.075224,0.741948,0.234962,-0.013048,0.407654,0.188598,142.24649,0.001142,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114093030_de3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
